Bean_Type,Roast_Level,Grind_Size,Brewing_Method,Water_Temp_C,Brew_Time_sec,Coffee_Water_Ratio,Acidity_Pref,Bitterness_Pref,Flavor_Score
Robusta,Medium,Coarse,French Press,94.95634905684565,274.76618369987585,0.071,2,3,4.5
Arabica,Medium,Medium,Cold Brew,89.33227751531503,278.2120223295101,0.06,1,4,6.55
Blend,Medium,Coarse,Pour-over,96.41801202725294,215.8407749612308,0.063,0,1,5.45
Robusta,Dark,Medium,French Press,94.98971153173834,221.3401848308721,0.07,1,3,4.2
Blend,Medium,Fine,Pour-over,90.70824031945317,271.90411399999016,0.06,5,4,5.35
Arabica,Light,Coarse,Espresso,92.25562834890171,120.35456116397107,0.059,5,5,5.29
Arabica,Medium,Coarse,Espresso,94.33222205829354,258.66683927864324,0.07,4,2,7.93
Arabica,Medium,Fine,Cold Brew,89.15325043752549,309.89452791662234,0.062,1,3,5.58
Robusta,Dark,Medium,Cold Brew,95.0364093827256,214.86463636019448,0.063,1,5,3.66
Blend,Light,Coarse,Pour-over,92.4360374082519,264.6574569008694,0.069,3,5,5.17
Arabica,Light,Coarse,Espresso,88.09328237295104,253.93157320399035,0.071,5,3,5.52
Arabica,Medium,Medium,Cold Brew,94.32730165220953,294.8824569579874,0.065,1,4,5.85
Blend,Light,Fine,Espresso,91.60715233344658,203.50450189950442,0.069,2,1,6.03
Blend,Medium,Coarse,Cold Brew,93.99414225892667,243.63875907101635,0.057,2,4,5.32
Arabica,Medium,Coarse,French Press,92.50520587080642,231.6400015722507,0.057,5,4,5.8
Blend,Medium,Medium,Pour-over,92.96740070300524,231.07731858077034,0.068,3,2,7.65
Arabica,Medium,Fine,Pour-over,98.0,170.2267712288697,0.07,5,3,6.37
Blend,Light,Coarse,Espresso,91.80207613732757,258.0262222133862,0.061,3,0,5.78
Blend,Medium,Coarse,Cold Brew,97.66306297202057,262.2621249813503,0.06,1,5,3.95
Arabica,Medium,Fine,Espresso,92.81959759706614,257.7279463966292,0.057,2,4,6.89
Arabica,Medium,Medium,Espresso,93.26035399475592,243.22826505546965,0.058,5,0,6.91
Robusta,Light,Medium,French Press,94.09119582204316,230.43334479723848,0.065,5,4,5.57
Blend,Light,Medium,Pour-over,93.30900556524652,211.41941870377045,0.059,3,5,6.37
Robusta,Medium,Medium,French Press,90.4000857997164,249.0279255124609,0.062,1,1,5.57
Arabica,Light,Fine,Pour-over,93.22481492270609,270.58793338658694,0.065,3,0,6.14
Robusta,Medium,Coarse,Pour-over,89.83875542958849,209.50869968010738,0.064,2,3,5.78
Robusta,Light,Fine,French Press,96.0374098020886,269.4901013177279,0.07,3,4,4.13
Robusta,Medium,Coarse,Pour-over,94.73745016864224,234.3482774717562,0.071,2,3,6.1
Blend,Dark,Medium,Pour-over,89.42968371851963,217.77812882052532,0.062,3,2,6.68
Blend,Light,Medium,French Press,90.68522264786432,218.47363995173086,0.064,1,2,6.1
Blend,Light,Medium,Espresso,87.27094487330169,254.14191452794705,0.07,2,1,5.97
Blend,Light,Coarse,Espresso,88.55111240314756,200.64268467559768,0.057,5,1,4.53
Blend,Light,Fine,French Press,85.65247530430032,252.09245220590572,0.056,1,4,5.26
Arabica,Medium,Medium,French Press,86.09879088923854,195.3125415317199,0.07,1,1,6.39
Arabica,Light,Coarse,Cold Brew,87.16201472587932,259.9764427677841,0.059,2,2,5.79
Blend,Light,Fine,Pour-over,93.6143988937054,273.2203183064035,0.067,3,0,5.48
Blend,Light,Fine,Pour-over,95.83839479497325,281.66898656235406,0.071,3,5,5.51
Blend,Light,Fine,French Press,89.87932229603796,274.2222263608285,0.071,2,0,5.9
Arabica,Dark,Coarse,Pour-over,95.21183167993756,210.81590120770363,0.07,1,2,5.9
Arabica,Medium,Medium,Espresso,91.41043364171784,277.9669482571069,0.063,5,0,6.85
Blend,Medium,Medium,Pour-over,90.98451810712311,299.8440893370224,0.07,0,5,4.69
Arabica,Light,Coarse,Espresso,89.4785871929422,231.01017517940062,0.056,5,2,5.84
Robusta,Light,Medium,Pour-over,93.03306730786387,225.0535168694332,0.069,3,0,5.17
Arabica,Light,Fine,Pour-over,90.2182904839391,235.75114024631955,0.056,0,2,6.21
Arabica,Dark,Coarse,French Press,91.75543151954196,232.70327457841844,0.068,1,3,5.61
Robusta,Dark,Medium,Cold Brew,94.8746147518827,161.34242923455804,0.056,1,2,5.11
Arabica,Dark,Coarse,Espresso,95.90093957640677,217.61072351439572,0.064,3,3,6.75
Blend,Dark,Medium,Espresso,88.51420252503127,227.64369873576928,0.059,0,3,5.42
Robusta,Medium,Medium,French Press,89.31007331805438,273.6793478180851,0.057,5,1,4.92
Blend,Dark,Fine,Espresso,94.524514039448,254.7848141735732,0.068,4,2,7.17
Robusta,Medium,Medium,Cold Brew,91.53188069992045,181.6956928401797,0.059,4,2,5.5
Blend,Light,Medium,Espresso,92.29977551665172,274.6301093203836,0.067,3,1,7.44
Robusta,Medium,Medium,Espresso,89.40478571848662,302.7118452478589,0.059,5,5,4.29
Robusta,Medium,Fine,French Press,93.57018505070604,226.97650571387513,0.07,3,0,5.23
Arabica,Medium,Coarse,Espresso,87.71555451366471,270.4522225363781,0.069,0,3,5.43
Blend,Medium,Fine,Cold Brew,93.40348017570787,323.2507851506689,0.057,3,4,5.5
Arabica,Light,Fine,Espresso,85.0,289.6351828818761,0.064,2,4,5.78
Robusta,Dark,Coarse,Cold Brew,90.89951700227877,299.9110616496809,0.063,1,3,3.48
Blend,Medium,Medium,French Press,98.0,235.15680154363824,0.062,0,2,6.39
Arabica,Medium,Fine,French Press,96.40874761208266,251.81709146259539,0.056,1,3,6.92
Arabica,Medium,Coarse,French Press,89.82726040382498,263.45331902312546,0.057,1,2,6.23
Robusta,Light,Medium,Espresso,90.64068239605787,275.7889405858855,0.066,0,5,5.06
Blend,Dark,Medium,Espresso,94.75194548407633,171.1821755905315,0.06,0,4,5.71
Blend,Dark,Fine,Espresso,94.05101726425075,237.78210551544828,0.061,0,5,5.19
Arabica,Light,Medium,French Press,89.03637997729776,206.1259613549854,0.063,1,3,6.96
Arabica,Light,Medium,French Press,90.74627136270233,158.96768507554492,0.056,0,1,5.32
Robusta,Light,Fine,Espresso,95.68651788521765,267.57619747121066,0.067,5,2,5.82
Robusta,Dark,Fine,Pour-over,95.50066362706957,260.38145181743727,0.062,3,4,5.86
Robusta,Light,Fine,French Press,97.85342614489338,209.07666177718076,0.057,1,5,3.77
Blend,Dark,Coarse,French Press,93.12896533109355,252.44863591805958,0.058,5,3,4.15
Robusta,Light,Medium,Pour-over,94.62253075171498,254.95073712373977,0.065,4,2,6.4
Blend,Dark,Medium,Pour-over,89.5933931472914,224.98492177627648,0.063,5,5,5.47
Robusta,Dark,Coarse,Cold Brew,92.86985732224954,248.09156225545155,0.07,5,3,3.62
Arabica,Light,Coarse,Pour-over,89.71943165311374,251.48533416491944,0.062,2,5,5.44
Robusta,Dark,Medium,Cold Brew,96.06632840331649,286.8079483678641,0.071,2,4,3.82
Arabica,Medium,Medium,Espresso,89.41489078923122,241.2012591665633,0.064,5,1,6.75
Robusta,Light,Medium,French Press,96.510259485287,226.79519624134198,0.061,2,5,4.61
Arabica,Light,Coarse,Espresso,96.2555940354441,140.4876537385968,0.069,2,3,6.16
Arabica,Dark,Medium,Cold Brew,93.01407044330513,191.71913408571137,0.062,4,3,5.55
Arabica,Light,Fine,Espresso,88.53994846821212,285.49258169458915,0.058,2,3,6.61
Arabica,Medium,Coarse,Espresso,88.92274194907917,284.0328559369042,0.068,3,2,7.71
Blend,Dark,Fine,French Press,97.28356437460212,239.98745309552902,0.065,4,4,6.4
Arabica,Dark,Coarse,Cold Brew,88.95572152044244,225.54148933224056,0.058,1,1,5.34
Blend,Light,Fine,French Press,91.83828545298279,200.70785678490742,0.065,3,0,5.82
Blend,Dark,Fine,Espresso,89.287795130792,178.041578997861,0.066,2,2,5.85
Robusta,Medium,Fine,Cold Brew,91.99278847724344,216.42913392842775,0.066,5,3,5.4
Robusta,Medium,Coarse,Espresso,87.3628106399278,303.59355912722737,0.061,2,4,4.99
Arabica,Medium,Medium,Espresso,89.90204537651701,286.49833146369224,0.071,4,5,6.62
Robusta,Light,Medium,Cold Brew,92.52648490388297,265.07334628112517,0.066,1,2,5.04
Arabica,Dark,Coarse,Espresso,94.45438185874455,155.7259843456876,0.068,1,3,4.3
Robusta,Light,Fine,Espresso,94.83070064570224,234.35109857382997,0.057,5,5,5.25
Blend,Medium,Fine,Cold Brew,91.99655963277361,211.1172802801749,0.057,5,5,5.14
Robusta,Dark,Coarse,Espresso,91.90884353147004,207.56595463437276,0.062,0,1,5.31
Robusta,Medium,Fine,French Press,90.05144536728851,256.42246460907774,0.059,1,1,5.3
Arabica,Light,Medium,Espresso,86.87207106437657,206.45627388144544,0.066,3,0,6.53
Blend,Light,Coarse,Pour-over,96.50194936919912,276.3334464432438,0.059,5,1,5.19
Robusta,Light,Medium,Cold Brew,95.0809587899592,284.23601697429234,0.064,2,2,4.8
Arabica,Light,Fine,Pour-over,94.58490837349383,245.5624159461367,0.062,3,4,7.0
Arabica,Dark,Coarse,Espresso,91.77300318702251,318.90168707159233,0.057,5,1,4.58
Blend,Medium,Fine,Espresso,92.82948843012164,106.41999286983031,0.059,5,2,4.98
Robusta,Light,Coarse,Cold Brew,88.96687470617057,263.8315120639744,0.061,1,1,3.48
Blend,Dark,Fine,French Press,93.6787311845314,207.45878602535055,0.056,5,2,6.63
Arabica,Light,Medium,Pour-over,93.59523464937698,247.4704821939296,0.063,4,3,7.51
Blend,Medium,Coarse,Pour-over,90.23027210640274,273.7713291238967,0.058,1,3,5.49
Blend,Medium,Coarse,Espresso,91.20615588988362,304.7352531539134,0.07,3,2,6.16
Robusta,Medium,Medium,Espresso,91.20607194109783,185.47686620409223,0.059,3,0,5.41
Robusta,Medium,Fine,Cold Brew,92.01885357467562,142.63294456629632,0.056,2,5,3.0
Blend,Light,Fine,Cold Brew,91.10660780136713,192.93185941870132,0.056,0,0,4.46
Arabica,Dark,Medium,Cold Brew,93.69037986254972,271.64836156051524,0.064,1,4,5.32
Arabica,Light,Fine,French Press,89.42291738339387,272.541921598822,0.065,3,5,4.61
Robusta,Medium,Medium,Pour-over,98.0,283.5507861686669,0.058,3,2,5.9
Arabica,Light,Medium,Cold Brew,97.0871686334326,315.89154779092445,0.069,3,5,5.4
Robusta,Dark,Fine,Pour-over,87.98982368337221,223.5270652414537,0.071,5,0,4.03
Arabica,Medium,Coarse,Pour-over,87.08718524762999,244.78401050668418,0.061,2,5,6.44
Blend,Medium,Coarse,Espresso,92.39306228623609,226.64884516644452,0.064,1,2,6.06
Robusta,Dark,Fine,Pour-over,88.65944230271602,310.8067046258909,0.063,3,3,4.24
Robusta,Dark,Coarse,Cold Brew,90.45434481857527,301.2078079545341,0.061,5,4,3.42
Robusta,Dark,Medium,French Press,91.01894804717068,231.46172882598248,0.058,1,1,4.22
Blend,Dark,Coarse,Pour-over,92.63437326160171,284.6186673238085,0.062,0,2,4.68
Blend,Light,Fine,Pour-over,90.61322815975744,276.3047310720083,0.066,5,5,4.9
Robusta,Medium,Medium,French Press,97.27525357213737,294.63354422225854,0.065,5,2,5.69
Robusta,Light,Fine,French Press,95.66246389643915,204.9290487515262,0.062,2,0,4.91
Blend,Medium,Coarse,French Press,93.42629204757986,208.1777172823647,0.062,5,4,5.65
Blend,Medium,Medium,Pour-over,95.41620432282082,318.81033794536546,0.056,3,2,6.07
Arabica,Dark,Coarse,Espresso,91.14894591896554,294.7239392705525,0.063,5,4,4.85
Robusta,Medium,Fine,Espresso,96.49229504953888,314.3080937415093,0.058,0,2,4.26
Arabica,Dark,Medium,Espresso,93.01609510651755,288.18697759974816,0.065,5,2,6.38
Robusta,Medium,Medium,Cold Brew,93.84452419190892,311.14620506152994,0.068,1,4,3.72
Arabica,Medium,Fine,Espresso,91.8925232638806,218.7418179456314,0.065,0,1,6.12
Blend,Light,Coarse,Cold Brew,86.47976676648274,238.7087755580212,0.067,4,2,5.66
Arabica,Dark,Fine,Espresso,92.36923460496854,235.47487789937037,0.057,1,0,5.5
Robusta,Light,Coarse,Espresso,89.33165375228135,226.86068114357866,0.06,0,3,4.44
Blend,Light,Medium,Cold Brew,86.63303176160899,249.11718680039812,0.061,4,2,5.53
Arabica,Light,Fine,Pour-over,93.32623711040303,288.8452431410597,0.06,0,0,5.2
Blend,Light,Fine,Cold Brew,90.54241193478708,260.6968719675786,0.062,0,4,4.46
Blend,Light,Coarse,Espresso,96.8058425195372,307.2198252165859,0.057,0,2,4.12
Arabica,Dark,Medium,Cold Brew,92.28237280336783,211.23973329274384,0.068,3,0,5.22
Robusta,Dark,Fine,Espresso,88.66226509396685,198.78774106822647,0.06,2,0,4.49
Blend,Light,Medium,Pour-over,94.99825709803373,316.13170750908637,0.066,4,3,6.04
Blend,Light,Coarse,Cold Brew,93.94849209457772,225.44322426041452,0.056,5,0,4.29
Arabica,Medium,Medium,Cold Brew,87.91126575995007,267.9608123433558,0.056,1,5,5.52
Blend,Light,Coarse,Pour-over,87.9512713653454,223.39144928378914,0.071,4,4,5.46
Arabica,Light,Coarse,Cold Brew,89.89838951597139,270.40473505025443,0.071,3,0,5.94
Blend,Light,Coarse,Cold Brew,97.77862268819773,198.0871178348923,0.067,2,1,4.53
Arabica,Dark,Medium,French Press,90.64813614777532,281.39455427093736,0.062,3,2,6.23
Blend,Medium,Coarse,French Press,94.46436328776022,241.82465717286175,0.068,0,3,5.12
Blend,Dark,Coarse,Espresso,95.15355134044972,217.99449154087722,0.066,3,5,5.4
Arabica,Medium,Fine,Cold Brew,90.50920392464606,232.69724102481837,0.063,2,1,7.47
Blend,Dark,Fine,French Press,90.23910293872304,224.9063169220876,0.069,2,1,5.74
